rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2
"[ 103.37655314  168.93061579  154.73196713  344.65510773  423.59398403
  318.26574944  804.68191927  201.5335582    47.58406464  804.68191927
  103.37655314  168.93061579  118.44487667   47.58406464  490.67846606
  324.43103074   31.78666718  201.5335582   150.73195782]","[ 290.15923492  461.41289186  769.35340502  580.90880146  244.07732212
  690.03836524  182.67123103  820.7977306   548.69351135  769.35340502
  402.69129798  762.50673129  461.80661936  737.9898742   563.569086
  869.48468331  904.22267105  327.61400077  405.88686331]","[ 774.13871146  741.78549418  536.88497923  815.82437193  388.33017731
  688.99146038  -82.18617839  592.15283211  449.31101032  401.9292515
  524.01855939   82.03008733  280.25857387  592.15283211  393.85179403
  227.44509728  401.36385996  741.85818387  167.57702804]"
"[  96.34755517 -158.66618748  358.54652133  525.98637889   96.34755517
 -158.66618748  116.01600542   49.91810167  473.57214758  140.78452458
  -32.61434252   49.91810167  473.57214758   81.4785368   116.01600542
  350.6299281   463.48249947  376.11530643  358.54652133]","[ 288.94922414  454.23419419  672.95757631  607.47509387  474.64808548
  718.96246083  676.16515921  249.42808444  526.92343069  474.64808548
  761.27933086  583.91502575  557.36237087  677.99432605  523.49742612
  704.84602122  361.71293645  728.62914784  538.12043494]","[ 861.05001445  585.54427045  384.22571417  361.48186291 -126.92194118
  113.48509279  670.58637855  365.80539869  -22.74491217 -126.92194118
  543.19479121  346.83884441  -42.94008517  164.63843493  518.12656106
  -57.9824719   647.55062061  124.72408056   35.12981228]"
"[ 662.69774282  -71.4609248   335.93151075  508.78353967  168.16121148
  529.26593522  -71.4609248   611.28358018   27.71650123  131.26603124
  700.84389246  662.69774282  511.55768356  131.26603124  -83.0963233
  611.28358018  368.03921163  168.16121148  529.26593522]","[ 418.92118676  492.87667599  488.31708876  572.85979416  540.67682496
  402.37780565  399.22733704  346.79865649  717.81230462  755.43859474
  504.23899836  398.65200051  604.23623231  499.0808592   481.40483348
  348.89461221  546.15408706  563.77094399  348.89461221]","[ 645.94186733  749.76897618  -29.83291322  108.56999315  566.24456055
 -157.12316231  343.89257145 -117.25193825  276.62886053  108.56999315
  870.4008811   203.35697113  350.8891264   614.13674161  332.45137589
  462.30168849  520.47157119  854.74142352  162.24627555]"
"[ 394.76162915  126.53607057  377.04156882  313.50723392  390.83126467
  155.7099111  -324.00935873   69.98988615  155.7099111    -2.66485069
   68.13777249  454.30598498   -2.66485069  562.40491176   68.13777249
  454.30598498  313.50723392  562.40491176  559.48612087]","[ 586.98074002  201.60421978  779.99008492  374.45297042  519.2472115
  550.02493827  524.15377851  470.66733993  814.38962661  479.16139894
  588.83791251  536.11310533  743.93430132  597.82124434  600.64073671
  606.67548609  648.5416373   597.82124434  541.09428946]","[ -198.39378794   813.89373521   557.89587213    70.02843423   839.51381848
   290.83167748   147.33307703   212.60105632    34.39189441   124.55010037
   556.04582447   647.244582     426.8391428    817.44808389   499.03540841
  1046.15641526   719.76727187   606.75276529   784.77876011]"
"[ 432.57237767   36.41204231  878.98172865  132.39897243   69.18545587
   48.79956344   66.30673855  171.35496486  427.68009761   66.30673855
  384.64983316  427.68009761  759.56069525  120.5864609  -180.47141351
  384.64983316  432.57237767  878.98172865  132.39897243]","[ 361.87999812  435.31389953  521.94646341  524.32756256  246.16584073
  517.1494352   522.90259517  315.91829116  477.92074939  451.05336496
  553.91111451  560.52695383  455.3858863   585.78219759  684.49607632
  553.91111451  613.09707181  344.6830806   359.86114972]","[ 355.51884988 -113.20497028  -55.64186051 -111.65224044   96.42177824
  341.13802185  151.70517379  542.86242367  545.23988327  580.52093256
 -139.44740504 -217.71748088   63.00739425  398.00319193  770.55397978
  597.74869219  251.17976031  289.57199963  -96.16820164]"
"[-128.71794747  502.28174145  197.64107108  -78.26746079  502.28174145
  -35.01172059  369.5193665   154.76480347  307.97846846  194.4656405
  194.4656405   483.07012048  230.77217644  483.07012048  386.74397172
  197.64107108  -78.26746079  386.74397172 -128.71794747]","[ 665.77504094  539.64590579  620.19364753  442.39189118  319.07128138
  582.886103    581.65930882  444.99798626  615.49464265  502.40142924
  657.06087258  615.49464265  561.14903633  450.79832656  480.70745424
  378.49055209  566.09090469  489.41854615  702.76383893]","[ 425.47295157  633.48792328 -175.76426566   48.06424792  590.04474119
  198.58722631  151.79413124  267.06481353  348.91123486  108.8598445
  741.54121112 -116.40163584   44.73974334  559.67590566 -114.89484098
  398.03014484  189.69977092  -84.46339892  496.23528696]"
"[ 217.54270493  424.75124812  481.39609901  332.88516979  175.9396064
   98.35605631  125.55405395  -68.01926832  -32.23092823  121.76295929
  351.92361989  -58.18181671  177.94568075  -68.01926832  175.9396064
   98.35605631  -58.18181671  481.39609901  332.88516979]","[ 495.51379897  604.22721231  402.59498477  399.10145606  526.43961639
  733.72122471  401.98185081  533.12265281  533.12265281  438.98732976
  447.02821128  277.48615766  567.40686835  531.30277728  350.37726216
  304.38149099  495.51379897  584.38523569  433.89293689]","[ 101.99463056  329.84351156 -183.98723129  439.59773644  798.0358186
 -169.56246155  -77.44317908  389.67283513  604.74155178  566.88369461
  782.10891795  491.90144023  290.97713097  581.6710896   752.0565019
  524.64587179 -122.23787055  799.79312417  903.95868694]"
"[ -49.20823437  377.56951762  472.75635114  208.2019025   238.09844716
  -52.44803778  142.39384301 -189.96550709  208.2019025   207.94615283
   -7.71889307  398.66760612  163.64632762  254.98425939  163.64632762
  254.98425939  377.56951762   63.32068708  472.75635114]","[ 643.7580024   402.95577947  435.84317112  426.6447308   668.31333702
  808.33101346  263.17051385  620.7761613   528.64593872  616.38290964
  514.829043    622.55303383  556.12907281  421.00300219  612.46516568
  528.64593872  473.29011322  544.39893058  808.33101346]","[   72.30525577  1058.46862682   576.65322654   642.91243094   922.00904438
   832.79507088   532.81973933   686.24392989   304.49523654   268.6062779
   322.37070347   114.33627331   912.76277615   256.37335227   675.85845308
   237.35173098  -107.25531507  -224.25819331    90.11217285]"
"[ 141.6827376   725.19339824  322.51546767  313.08299599  391.39613251
  464.27089268  191.02309326  220.41836924  505.62726318  505.62726318
  322.51546767  -54.851237    296.99608348  -54.851237    296.99608348
  141.6827376   725.19339824   79.05780431  -74.34933221]","[ 656.1445397   348.31839227  518.53226389  479.73143059  562.39937458
  555.74864661  592.47671731  781.30347935  583.73043831  441.45936308
  367.04755605  555.24018821  656.1445397   348.31839227  419.25784953
  491.99155295  736.71906181  467.55810744  431.52970839]","[ 777.8610198   276.52218211  189.09219895  937.96915703  -22.13227063
 -140.79630283  703.36330678  341.85424484  353.98067066   97.84018265
  -95.51076277  189.09219895  505.94708334  330.73136639  415.99574047
  125.05563287 -255.03525657  972.27277645  762.95916534]"
"[  75.81041358 -140.29341384  119.40111797  574.93537622   52.42586179
  184.20756756   75.81041358  838.32397095   52.42586179  630.71060437
   81.8297032   119.40111797  574.93537622  127.50538401  751.1165443
  182.21832464   73.92526922  -39.24439732  838.32397095]","[ 555.19679281  559.18393321  474.49427062  547.44699263  508.84660704
  360.63105656  480.61883034  408.06911489  387.6486743   571.30878753
  513.1137895   494.48934933  391.35575786  752.93783243  624.36830922
  523.31746808  522.59601278  496.997962    387.6486743 ]","[   28.52024795   102.91059521   619.91518561   658.52943955   315.08309846
   488.3681219   1002.5576669   -133.95810448   168.69182514   -38.23115182
    47.26295465   922.42046064   459.2207642   -390.54088162   759.47138848
   306.81498734   477.33519094   311.41407993  1002.5576669 ]"
"[ -82.79677258  -85.26347618  460.2062418   340.45159768   52.64183879
   99.51832792   18.8188864   408.60100495  170.1718916   -14.83332221
  317.19496176  709.68404576  671.83416278  408.60100495  170.1718916
  -83.88908734   18.8188864    99.51832792  460.2062418 ]","[ 478.57304663  586.87495705  364.50263658  350.84629723  256.80022302
  339.69117531  462.61900125  307.51660571  369.84358455  285.13096329
  151.66980481  460.09225831  526.84500722  313.71127655  586.87495705
  356.9657079   371.04535733  508.57545441  437.68642672]","[  933.83282959   606.03639976  -173.31875725   653.28588059   411.1374486
  1184.9096158    683.42977511   -22.65027097    -1.79287353   221.63537439
   939.0889933   -103.73035678   635.6463157    280.18290845   100.85463246
   542.7493163    373.99586004   294.25337299   683.42977511]"
"[ 257.60974341  474.2128075   248.64542707  380.63551323  163.87116977
  -67.18909796  834.33100055  387.01835126  672.62758401  248.64542707
  266.68191331  675.94297356  348.59318722  257.60974341  474.2128075
  315.44474003  201.23237308  163.87116977  315.44474003]","[ 604.2141158   364.15410321  187.64064883  126.78684233  229.12762618
  506.95721896  229.12762618  506.95721896  381.10907797  411.84160366
  504.61566222  396.23733521  299.68307452  442.20544582  339.42281312
  650.21882741  393.49945252  523.180223    336.53177549]","[ 597.14494172  665.00046029  536.23020788  671.60901656  295.49746796
  579.24977995  150.45290024  351.97627252  -23.21395501  597.14494172
  719.59382601  -66.08434808  -17.21264034  436.76904626 -101.57370835
   73.97975455  259.96702459  246.59070129  407.16998888]"
"[-203.45005214  184.10859346  591.48490584 -203.45005214  -63.00079226
   44.86372412  -16.81055796   52.71831578  -16.81055796   52.71831578
  209.99607391  -63.00079226  134.96546351  -30.17053875  283.5291824
  184.10859346  -34.633917     -5.2715131   284.70938039]","[ 578.21707427  247.48124614  206.46688924  624.67104079  505.87834342
  243.94580667  542.03603541  350.10197146  292.07632568  331.6512384
  410.10131901  322.45155451  359.50083347  408.10199497  168.21598097
  275.50510239  292.07632568  331.6512384   233.81517488]","[  316.28873842   966.53271409   765.231383     451.05643796   613.43757003
  -106.92910951   384.29157982   201.32691467   867.54845067  -164.26547086
   593.85728829   509.52882413   563.6311088   1184.39217537    92.64486239
   972.27527619    56.8985866      6.75530586   613.43757003]"
"[ 632.16804036  245.14562111  568.84820911  594.36456636  420.01403136
   18.90975995   18.90975995  374.2247974   406.42400537  235.54892978
   21.26302435  191.12592845  351.28158632  315.22108894  245.14562111
  406.42400537  568.84820911  235.54892978  613.62004357]","[ 433.41971666  190.25761063  285.16342477  181.53393657  236.38088284
  346.9752986   293.50337576  311.35037151  219.35083496  558.84147987
  418.53066347  566.7566867   317.30985879  308.8166774   251.4873876
  517.71633777  293.50337576  311.35037151  164.77168299]","[  23.34809969   20.13341281    2.8209043    23.34809969  512.42502408
  108.00261241    2.65620725  214.8390094   825.541036    237.87158479
  170.37339047  -88.00757989   71.23068392 -160.01335132  822.36606838
  947.81788199   82.48300161   18.6636405   814.39622934]"
"[ 736.04493386  229.26548264  -92.74405293  161.94117765  229.26548264
  306.28550009  178.19596608  -47.74602867 -222.04332263 -222.04332263
  384.58238242  262.36322241  -92.74405293  161.94117765  629.44145315
  113.43599123  262.36322241   59.59114443  588.88410657]","[ 346.15979285  370.06915282  301.47496362  472.4515028   225.40255292
  789.67445496  166.49567026  339.92929316  298.11528543  177.79946354
  384.40076072  362.63952676  225.40255292  789.67445496  253.94110479
  416.80867893  268.74151191  306.12883865  346.15979285]","[  81.8651269   428.72816398  965.57017798 -126.37959242  836.78986955
 -123.67905917  746.75449613  -59.18033128   64.00546148  696.24087576
  867.94216725   33.60666479  518.44523119  154.69122512  -15.71215467
  -69.69188299  702.82918512 -123.67905917   21.33333079]"
"[ 716.75542756 -218.28664327  409.54918371   65.49036449  284.71556405
  -35.95809161   94.53662543  284.71556405  738.41511576  347.41496192
   45.42913385   94.53662543   65.49036449  667.13020104  381.82030594
  716.75542756 -218.28664327  -35.95809161  -11.58386482]","[ 312.47199334  224.88841639  268.70450888  390.54172016  236.95262106
  366.82947043  340.44365491  341.32113623  320.96556866  228.55843631
  428.83272002  428.21875531  454.79708867  263.18404224  366.82947043
  268.70450888  390.54172016  410.94861118  315.28631092]","[  620.71505212   372.49415108  -265.1661145    585.93389757    69.47966543
   636.73288447   596.10353075   619.33578395  1103.81083551   372.12483713
   600.43321416   775.26010018   206.44953263   301.88324326    55.28158798
    98.7200818   1035.78376664   -15.39043609    69.25908536]"
"[ 661.92279578  717.71035518   62.24282812  240.54538252  240.54538252
  420.28496825  547.56899865  139.71375107  547.56899865  139.71375107
  420.28496825  567.02194754  467.57190413  912.50752696 -152.48886265
  222.61333731  222.61333731  542.31496212  567.02194754]","[ 297.0364828   210.31085959  254.13752695  342.55187961  370.73295807
  100.23041129  149.36751709  486.24660506  308.11176421  200.53595622
  496.89671278  346.28035141  122.08640553  211.83393006  254.13752695
  342.55187961  210.31085959  438.03021936  311.07341755]","[  173.64435619   -17.71445658   435.32224091   425.82086347   275.42238667
   434.02253316   827.2041622    202.916996    -248.81023104   399.55012297
   703.97385802   280.20816717   276.3328576   1055.20764645   533.91674595
   425.68507711   826.45112125   980.17555793   579.50737282]"
"[ 486.71986257  344.12963816  498.64852813  330.55640526  478.98225124
  401.22761861  617.83104462  118.45915071   78.9852981    84.81313595
  617.83104462  118.45915071  382.8776145   352.75118552  382.8776145
  352.75118552  330.55640526  274.82702179  401.22761861]","[ 292.61431853  413.9052719   388.92482993  451.62321807  214.31709017
  388.92482993  589.53600062  305.40003331  304.16670881  564.749918
  403.68053646  298.97888025  121.41855035  373.19157843  121.41855035
  373.19157843  218.40330688  375.15715505  318.89461116]","[ 181.80517068 -189.32387979   20.70905402  626.01220739  751.62623171
 -139.88477344  862.13399952  338.81573149  221.94682033  671.36096193
  -49.75077054  114.27614944    9.81811843  438.59336153 -134.35302121
  -11.92937776  289.19782022  656.00133388 -205.32526333]"
