policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[ 0.01418323 -0.22584822  0.15888198 ...,  0.07325824 -0.02591155
 -0.06239912]","[ 0.12834743  0.0145559  -0.05474207 ...,  0.06764634 -0.08893395
 -0.15411244]","[ 0.23652059  0.20795301  0.05043707 ...,  0.12530318 -0.05633402
 -0.08692342]","[ 0.35066755 -0.01307383 -0.35565415 ...,  0.05652641  0.09256552
  0.32998314]","[-0.16907095 -0.26917546 -0.03501816 ..., -0.05339622 -0.12861644
 -0.03738333]","[ 0.03587059 -0.30589004 -0.11267889 ...,  0.10851768 -0.03976736
 -0.09154396]","[-0.1196509  -0.06594768  0.33884514 ..., -0.13840222  0.04586873
 -0.06218308]","[ 0.15317032  0.36760625  0.21972665 ...,  0.00555624 -0.09560832
  0.0371422 ]","[-0.21877423  0.28260196  0.02093175 ...,  0.06561438 -0.11828683
 -0.10725725]","[ 0.03200326  0.12407674  0.14736724 ..., -0.10005745 -0.02732071
 -0.03871683]"
"[ 0.00963335 -0.22869444  0.15520404 ...,  0.06917513 -0.02535262
 -0.05811758]","[ 0.12687209  0.01138441 -0.05760112 ...,  0.07300125 -0.09317671
 -0.15841121]","[ 0.2352743   0.20818371  0.05064437 ...,  0.12666129 -0.05833388
 -0.09373092]","[ 0.35072872 -0.01123373 -0.35591848 ...,  0.0557881   0.09418386
  0.33299819]","[-0.16924592 -0.27324623 -0.03832587 ..., -0.05096854 -0.1315921
 -0.03659799]","[ 0.03046488 -0.30200126 -0.11159843 ...,  0.11036981 -0.04100223
 -0.09104213]","[-0.12227276 -0.0631896   0.33682985 ..., -0.14109928  0.04761416
 -0.05941272]","[ 0.15246839  0.36779911  0.21385857 ...,  0.0044453  -0.09514742
  0.03665909]","[-0.21910381  0.29029485  0.01657525 ...,  0.06382369 -0.11965305
 -0.10931186]","[ 0.03372963  0.12461737  0.14627159 ..., -0.103374   -0.02812902
 -0.03507218]"
"[ 0.00561716 -0.23215287  0.15266187 ...,  0.06833369 -0.02380127
 -0.05580356]","[ 0.12453183  0.00744281 -0.06070977 ...,  0.08157838 -0.09935092
 -0.16220791]","[ 0.23708693  0.21229361  0.0481347  ...,  0.12298363 -0.05787146
 -0.09610225]","[ 0.34974604 -0.01201967 -0.35498595 ...,  0.05597089  0.09500895
  0.33747428]","[-0.16700045 -0.27433395 -0.04124747 ..., -0.05316935 -0.13467326
 -0.03651247]","[ 0.02701076 -0.29996235 -0.1102077  ...,  0.11043141 -0.04290532
 -0.09265805]","[-0.12311199 -0.06159396  0.33646104 ..., -0.14116181  0.04939363
 -0.05605194]","[ 0.15274079  0.36855547  0.20929834 ...,  0.00397057 -0.09697716
  0.03751115]","[-0.21946441  0.29450669  0.01521907 ...,  0.06132451 -0.11969741
 -0.10814331]","[ 0.03773472  0.12314891  0.14755211 ..., -0.1059481  -0.0263425
 -0.03591629]"
"[ 0.00096082 -0.23803713  0.14897938 ...,  0.06878711 -0.02061054
 -0.05580418]","[ 0.11935835  0.00121821 -0.06751297 ...,  0.088226   -0.10023315
 -0.16861507]","[ 0.23951827  0.21396925  0.04847424 ...,  0.12011544 -0.06010487
 -0.0977424 ]","[ 0.34852795 -0.01369008 -0.3568981  ...,  0.05882341  0.09933391
  0.34175914]","[-0.16278235 -0.27398997 -0.04408457 ..., -0.05780151 -0.13902718
 -0.03702166]","[ 0.02493975 -0.29947344 -0.10985664 ...,  0.11256863 -0.04420837
 -0.09480833]","[-0.12265165 -0.06059596  0.33554848 ..., -0.13963951  0.05003123
 -0.05399112]","[ 0.15244268  0.36874198  0.20666094 ...,  0.00442471 -0.09511328
  0.04018391]","[-0.22128096  0.29242614  0.01567162 ...,  0.05561911 -0.12314203
 -0.10831768]","[ 0.03870607  0.12387284  0.14495687 ..., -0.1082682  -0.02657384
 -0.03787546]"
"[-0.00378333 -0.24490182  0.14647432 ...,  0.06661925 -0.01891805
 -0.05694485]","[ 0.11576767 -0.00433889 -0.07179325 ...,  0.09732901 -0.10112911
 -0.17129962]","[ 0.23966692  0.21531708  0.0475764  ...,  0.1184074  -0.06495881
 -0.09908905]","[ 0.34903568 -0.01342433 -0.35646362 ...,  0.06003568  0.10069507
  0.34508695]","[-0.1554267  -0.26701906 -0.04464401 ..., -0.06485859 -0.14050445
 -0.0367117 ]","[ 0.02476234 -0.29917356 -0.10924502 ...,  0.11292039 -0.04380582
 -0.09745379]","[-0.12232752 -0.05641282  0.33306224 ..., -0.1390763   0.0502672  -0.0533617 ]","[ 0.14988083  0.36850217  0.20809052 ...,  0.00504678 -0.09498104
  0.0407026 ]","[-0.22327499  0.29077447  0.01505148 ...,  0.05305351 -0.12358756
 -0.10590034]","[ 0.03805082  0.12425809  0.14191925 ..., -0.11199686 -0.02752686
 -0.04269159]"
"[-0.00644351 -0.24934623  0.14433468 ...,  0.06558391 -0.01831107
 -0.05574898]","[ 0.1179184  -0.00207259 -0.0700098  ...,  0.1001416  -0.10125203
 -0.17581662]","[ 0.2364544   0.21070997  0.04751787 ...,  0.11587635 -0.06800122
 -0.1015561 ]","[ 0.34901916 -0.01336304 -0.35122707 ...,  0.05976789  0.10422897
  0.34889537]","[-0.15262244 -0.26395348 -0.04512388 ..., -0.06797355 -0.14417727
 -0.03609943]","[ 0.02437734 -0.29991586 -0.11006238 ...,  0.11410165 -0.04431244
 -0.09712065]","[-0.11977338 -0.05772923  0.33316064 ..., -0.13839136  0.05397961
 -0.05668892]","[ 0.15192823  0.36884673  0.2083236  ...,  0.00406687 -0.09686703
  0.04195122]","[-0.22223782  0.28996386  0.01529687 ...,  0.05384418 -0.12504849
 -0.10349581]","[ 0.03472209  0.12657216  0.14005174 ..., -0.1177391  -0.02978827
 -0.04786791]"
"[-0.00542325 -0.25019449  0.14626077 ...,  0.063263   -0.01650851
 -0.05393803]","[ 0.11693213 -0.00101135 -0.06984859 ...,  0.10379334 -0.10181374
 -0.18087317]","[ 0.23362428  0.20582736  0.04898311 ...,  0.1144208  -0.07109432
 -0.10416206]","[ 0.3493369  -0.012456   -0.34820597 ...,  0.05874656  0.10479763
  0.35322984]","[-0.15111005 -0.2633989  -0.04661648 ..., -0.07093189 -0.14802904
 -0.03441196]","[ 0.02390977 -0.30041295 -0.11204502 ...,  0.11614335 -0.0439043
 -0.09667814]","[-0.11781312 -0.0597036   0.33385033 ..., -0.13951135  0.05711186
 -0.05824407]","[ 0.15444763  0.36944462  0.2049695  ...,  0.00314778 -0.09892743
  0.04279109]","[-0.22233592  0.29518268  0.01393441 ...,  0.05536989 -0.12794851
 -0.10599403]","[ 0.03074463  0.12692446  0.13956161 ..., -0.12184519 -0.030607   -0.05514214]"
"[ 0.00077064 -0.2453613   0.1524933  ...,  0.06161551 -0.01620862 -0.049442  ]","[ 0.11589808 -0.00122323 -0.06935183 ...,  0.10668298 -0.10357902
 -0.18202708]","[ 0.2326728   0.20491705  0.04842129 ...,  0.11266093 -0.07259535
 -0.10758301]","[ 0.34978709 -0.01061401 -0.34780083 ...,  0.05893769  0.10386174
  0.35433531]","[-0.14479085 -0.25951509 -0.04726197 ..., -0.07697212 -0.15077368
 -0.03454944]","[ 0.02784315 -0.30080925 -0.11045925 ...,  0.11577926 -0.04482146
 -0.09691602]","[-0.11887696 -0.06038913  0.33141202 ..., -0.14080961  0.06029573
 -0.05819057]","[ 0.15468895  0.36989943  0.20510662 ...,  0.00146027 -0.10098822
  0.04097075]","[-0.22186121  0.29124465  0.01480455 ...,  0.05556618 -0.13001071
 -0.10529981]","[ 0.02852222  0.12712339  0.13867876 ..., -0.12429796 -0.02811745
 -0.05859759]"
"[ 0.0078859  -0.23869381  0.16005658 ...,  0.05749452 -0.01251703
 -0.04638276]","[ 0.11052852 -0.00438274 -0.07344556 ...,  0.11070295 -0.10497015
 -0.18463683]","[ 0.23206331  0.20100224  0.04917025 ...,  0.11331524 -0.07723491
 -0.11144944]","[ 0.35013778 -0.01003239 -0.34784693 ...,  0.05967037  0.10447253
  0.35348521]","[-0.13971082 -0.25695088 -0.04957614 ..., -0.08070546 -0.1521     -0.03154077]","[ 0.02787469 -0.29968195 -0.10893273 ...,  0.11536104 -0.04448748
 -0.09654777]","[-0.12074897 -0.06186258  0.32899727 ..., -0.14223711  0.06286085
 -0.05813959]","[ 0.15315336  0.37014896  0.20660529 ..., -0.00106721 -0.10301002
  0.04101611]","[-0.2195912   0.28650344  0.01580526 ...,  0.05348573 -0.13176506
 -0.10432692]","[ 0.02170331  0.12684105  0.13884702 ..., -0.12799073 -0.02580735
 -0.06162268]"
"[ 0.01382258 -0.2326367   0.16632424 ...,  0.05149028 -0.01209477
 -0.04210013]","[ 0.10304749 -0.00977005 -0.08062566 ...,  0.11416976 -0.1060536
 -0.18575938]","[ 0.23355444  0.20252595  0.04742689 ...,  0.11093537 -0.08057345
 -0.11348864]","[ 0.35016994 -0.0111226  -0.34695675 ...,  0.06146605  0.10837384
  0.35344087]","[-0.1338004  -0.25567593 -0.05398964 ..., -0.08438772 -0.15583249
 -0.02854182]","[ 0.03171162 -0.30108735 -0.10916909 ...,  0.11620341 -0.04659899
 -0.09572874]","[-0.12067937 -0.06715064  0.32894906 ..., -0.14267195  0.06753819
 -0.06077882]","[ 0.15125894  0.37052346  0.20930448 ..., -0.00440874 -0.10301783
  0.04205583]","[-0.22086297  0.28679745  0.01904248 ...,  0.05312978 -0.13140217
 -0.10498356]","[ 0.02033183  0.12421473  0.14077599 ..., -0.13152159 -0.02255954
 -0.06576443]"
"[ 0.01591082 -0.22974827  0.16839402 ...,  0.0405235  -0.00950535
 -0.03664069]","[ 0.1002798  -0.01417266 -0.08465921 ...,  0.11772513 -0.11128906
 -0.18504623]","[ 0.23577124  0.20372372  0.04832707 ...,  0.1065078  -0.08058721
 -0.11521589]","[ 0.34864536 -0.01245907 -0.34467372 ...,  0.06363924  0.11227452
  0.35959247]","[-0.13595094 -0.25988764 -0.05854621 ..., -0.08462299 -0.15539595
 -0.02679605]","[ 0.03285165 -0.30051344 -0.10811328 ...,  0.11595256 -0.04896882
 -0.09771986]","[-0.11863658 -0.07173191  0.33050766 ..., -0.14179909  0.07344881
 -0.06272464]","[ 0.14820109  0.37124217  0.21304594 ..., -0.0070657  -0.10242261
  0.04058517]","[-0.22444417  0.28232726  0.02403652 ...,  0.05411599 -0.13308856
 -0.10224382]","[ 0.02192643  0.12022338  0.14477812 ..., -0.13458939 -0.02106975
 -0.07046571]"
"[ 0.0180069  -0.22738462  0.16989467 ...,  0.03096997 -0.00775652
 -0.03113989]","[ 0.09824    -0.01758615 -0.08741261 ...,  0.11986127 -0.11633977
 -0.18536172]","[ 0.23809797  0.20433702  0.04906729 ...,  0.10144209 -0.07956212
 -0.11290063]","[ 0.34809191 -0.01307348 -0.34387094 ...,  0.06686201  0.1143873
  0.36451817]","[-0.13914619 -0.266058   -0.06028086 ..., -0.08690202 -0.15797962
 -0.02391634]","[ 0.03144468 -0.29966173 -0.10646345 ...,  0.11505129 -0.05423815
 -0.0972374 ]","[-0.11839393 -0.07820148  0.33142351 ..., -0.13844501  0.07787538
 -0.06222006]","[ 0.14925006  0.37182758  0.21298688 ..., -0.0085344  -0.10572783
  0.04106839]","[-0.22663024  0.2782506   0.02798099 ...,  0.05578801 -0.13369779
 -0.09916203]","[ 0.02473589  0.11726874  0.14943108 ..., -0.13702166 -0.01945154
 -0.07292302]"
"[ 0.01671766 -0.22722844  0.16679062 ...,  0.02353694 -0.00465245
 -0.02482452]","[ 0.09812202 -0.02110379 -0.08795428 ...,  0.12135266 -0.12014659
 -0.1845589 ]","[ 0.24331177  0.20819664  0.04664365 ...,  0.09613425 -0.08096995
 -0.1079081 ]","[ 0.34717246 -0.01291858 -0.34338192 ...,  0.07009858  0.11301223
  0.36782664]","[-0.14360444 -0.27089434 -0.06186956 ..., -0.08650307 -0.16390116
 -0.02441195]","[ 0.02658386 -0.29765983 -0.1050619  ...,  0.11437438 -0.05601338
 -0.09415726]","[-0.11877573 -0.08217977  0.33297104 ..., -0.13669404  0.08328314
 -0.0631635 ]","[ 0.14727718  0.37280234  0.21532165 ..., -0.00930826 -0.11192064
  0.04094001]","[-0.22881136  0.26768436  0.03307148 ...,  0.05755488 -0.13445266
 -0.09646558]","[ 0.0328178   0.11652577  0.15126389 ..., -0.13650558 -0.02019206
 -0.07318082]"
"[ 0.01321669 -0.23080674  0.16250482 ...,  0.01793402 -0.00073493
 -0.01779281]","[ 0.09964369 -0.02395204 -0.08751687 ...,  0.12168867 -0.1222268
 -0.18401491]","[ 0.24482977  0.2088912   0.04577761 ...,  0.09203769 -0.08339122
 -0.10625136]","[ 0.34763753 -0.01142076 -0.34422203 ...,  0.07008873  0.11449334
  0.3713564 ]","[-0.14320021 -0.27103606 -0.06357903 ..., -0.08854062 -0.1704394
 -0.02589776]","[ 0.02464563 -0.29734058 -0.10606348 ...,  0.11524426 -0.05819023
 -0.09107224]","[-0.11750378 -0.08429496  0.33441222 ..., -0.13430409  0.08859448
 -0.06378291]","[ 0.14510386  0.37346084  0.2166196  ..., -0.01207255 -0.11671619
  0.03786747]","[-0.22626174  0.25994966  0.03293167 ...,  0.05485524 -0.13390409
 -0.09700792]","[ 0.03401585  0.11896453  0.15095719 ..., -0.13840596 -0.01712039
 -0.07050807]"
"[ 0.00916491 -0.23486726  0.15886994 ...,  0.01230026  0.00162849
 -0.01253935]","[ 0.09904594 -0.02759412 -0.08869911 ...,  0.12381659 -0.12440414
 -0.1828616 ]","[ 0.24782972  0.2051663   0.04881445 ...,  0.08892473 -0.08487508
 -0.10522285]","[ 0.34792857 -0.00898636 -0.34427387 ...,  0.0686755   0.11463401
  0.37482862]","[-0.14161646 -0.27067425 -0.0660562  ..., -0.08860713 -0.17688045
 -0.02745595]","[ 0.02443945 -0.29823259 -0.10602229 ...,  0.11486065 -0.06243719
 -0.08836541]","[-0.11563471 -0.08497332  0.3316796  ..., -0.13329754  0.09249606
 -0.06263534]","[ 0.14649733  0.37414687  0.2152224  ..., -0.01488174 -0.11840947
  0.03521858]","[-0.22488119  0.26060813  0.03128107 ...,  0.05439562 -0.1299237  -0.100061  ]","[ 0.03624349  0.1184767   0.15258976 ..., -0.13758455 -0.0182865
 -0.06590817]"
"[ 0.00578759 -0.23827156  0.15613492 ...,  0.00907925  0.00480986
 -0.00746553]","[ 0.0998017  -0.03012551 -0.08811074 ...,  0.12458956 -0.12848359
 -0.18250476]","[ 0.25232806  0.20266917  0.05035657 ...,  0.08311076 -0.08543314
 -0.10766431]","[ 0.34842141 -0.00667714 -0.34681202 ...,  0.06953816  0.11511189
  0.37542968]","[-0.14168619 -0.27356619 -0.06996564 ..., -0.08713979 -0.18524224
 -0.02495924]","[ 0.01989083 -0.29642073 -0.10429499 ...,  0.11451141 -0.06450282
 -0.08421111]","[-0.11751812 -0.087502    0.32742621 ..., -0.13529482  0.09496538
 -0.06227738]","[ 0.14961519  0.37416571  0.21140608 ..., -0.01496832 -0.11807132
  0.03251621]","[-0.22428328  0.26232555  0.02967864 ...,  0.05098906 -0.12667229
 -0.09821323]","[ 0.03554076  0.12051196  0.15201201 ..., -0.13763135 -0.01987155
 -0.0653862 ]"
"[ 0.00215234 -0.24231149  0.15385199 ...,  0.00530583  0.00748177
 -0.00226779]","[ 0.10033636 -0.03286211 -0.08884645 ...,  0.12515316 -0.12993592
 -0.18377873]","[ 0.25046193  0.1944716   0.05371158 ...,  0.08194274 -0.08407648
 -0.11101499]","[ 0.34784454 -0.0042476  -0.34431165 ...,  0.07165796  0.11386095
  0.37689334]","[-0.13548421 -0.27015943 -0.06873058 ..., -0.08860987 -0.18917913
 -0.02031875]","[ 0.02035477 -0.29683267 -0.10424307 ...,  0.11392251 -0.06682361
 -0.08245554]","[-0.11765897 -0.08910086  0.3255513  ..., -0.1354048   0.09728169
 -0.0592569 ]","[ 0.15098255  0.37417013  0.20833695 ..., -0.01512512 -0.11611944
  0.02827646]","[-0.22532776  0.26843319  0.02843652 ...,  0.05227661 -0.12680568
 -0.10007455]","[ 0.03537649  0.12371643  0.15022578 ..., -0.13789488 -0.02280009
 -0.05981668]"
"[ -2.19127274e-04  -2.45010114e-01   1.51969543e-01 ...,   3.26507385e-03
   8.82514056e-03   2.33987385e-03]","[ 0.10213067 -0.03432211 -0.08767693 ...,  0.12765805 -0.13112868
 -0.18567616]","[ 0.24988707  0.19031058  0.05553943 ...,  0.08070006 -0.083172   -0.11487491]","[ 0.34636399 -0.00343613 -0.34099595 ...,  0.07287232  0.11215604
  0.37724377]","[-0.13106323 -0.26864087 -0.06910785 ..., -0.08808758 -0.19147929
 -0.01840518]","[ 0.01949823 -0.29819619 -0.10728115 ...,  0.115582   -0.06715672
 -0.07995843]","[-0.11863088 -0.08869138  0.3226794  ..., -0.13469967  0.09708373
 -0.05635838]","[ 0.15350347  0.37366339  0.20449313 ..., -0.01353279 -0.11588786
  0.02745732]","[-0.22569189  0.26923929  0.02842898 ...,  0.04993841 -0.12859193
 -0.10113789]","[ 0.0357254   0.12385531  0.14992167 ..., -0.14148651 -0.02278634
 -0.05296541]"
"[-0.00202075 -0.24705746  0.15055934 ...,  0.00132535  0.01053788
  0.00470638]","[ 0.10575378 -0.03244686 -0.08513752 ...,  0.12732257 -0.1323656
 -0.18971211]","[ 0.25059059  0.18874879  0.05679764 ...,  0.07733729 -0.08406909
 -0.11299285]","[ 0.34539006 -0.0024922  -0.33629119 ...,  0.07119753  0.11408619
  0.38008777]","[-0.12586387 -0.26552221 -0.06823899 ..., -0.08915349 -0.19448289
 -0.01760034]","[ 0.01563148 -0.29667876 -0.10784528 ...,  0.11737637 -0.06926114
 -0.08048653]","[-0.11839426 -0.08916488  0.32065773 ..., -0.13525806  0.09754236
 -0.05253978]","[ 0.15492417  0.37254637  0.20099013 ..., -0.0124054  -0.11673571
  0.02896751]","[-0.22627316  0.27976295  0.02747767 ...,  0.05408606 -0.12906821
 -0.10280625]","[ 0.03651018  0.12416301  0.14901425 ..., -0.14444993 -0.021541   -0.0502267 ]"
"[-0.00354636 -0.24809336  0.14909197 ...,  0.00175442  0.01014221
  0.00649521]","[ 0.10857811 -0.03108067 -0.08305744 ...,  0.12667636 -0.13252618
 -0.19284531]","[ 0.25391732  0.18969276  0.05556906 ...,  0.0714783  -0.08294483
 -0.10991715]","[ 0.34429048 -0.000814   -0.3328859  ...,  0.07086796  0.11373863
  0.38299238]","[-0.11903852 -0.26187372 -0.06714412 ..., -0.09274198 -0.19596201
 -0.01858047]","[ 0.01264097 -0.29586943 -0.10783813 ...,  0.11752392 -0.07047665
 -0.08018596]","[-0.11575362 -0.08761379  0.32192773 ..., -0.13947469  0.09975664
 -0.05186257]","[ 0.15434391  0.37200776  0.20073971 ..., -0.01236764 -0.11790746
  0.02946307]","[-0.22407804  0.28352733  0.02653204 ...,  0.05891503 -0.13207637
 -0.10594662]","[ 0.03390481  0.12410696  0.14834208 ..., -0.14757836 -0.0207979
 -0.04698631]"
"[-0.00377101 -0.24839012  0.14896568 ...,  0.00115411  0.01038285
  0.00730984]","[ 0.11096234 -0.03034777 -0.08144114 ...,  0.12707122 -0.1355517
 -0.19484799]","[ 0.25285725  0.18930524  0.05235516 ...,  0.0667079  -0.08301468
 -0.11187821]","[ 0.34334458 -0.00045225 -0.33210134 ...,  0.07379386  0.11219893
  0.38424751]","[-0.11496833 -0.25965771 -0.06655928 ..., -0.0980576  -0.19770845
 -0.01849457]","[ 0.00995494 -0.29547502 -0.10878814 ...,  0.11927378 -0.07210911
 -0.07940281]","[-0.11352206 -0.08423272  0.32056585 ..., -0.14440886  0.10200765
 -0.05140057]","[ 0.15378785  0.37217225  0.2011782  ..., -0.01323119 -0.1199591
  0.02964535]","[-0.22329337  0.28618685  0.02500112 ...,  0.06067724 -0.13367454
 -0.10696046]","[ 0.03389359  0.12530918  0.14765336 ..., -0.14954093 -0.02225104
 -0.04722035]"
"[-0.00459204 -0.2494738   0.14809609 ...,  0.00193376  0.01121947
  0.00910874]","[ 0.11221733 -0.03113203 -0.08027593 ...,  0.12798698 -0.13872021
 -0.19617565]","[ 0.24884405  0.18584924  0.05044773 ...,  0.06464657 -0.08255147
 -0.11413212]","[ 0.34389826  0.0013211  -0.33293857 ...,  0.07497058  0.11324701
  0.38591694]","[-0.11389488 -0.26050642 -0.06942214 ..., -0.09885806 -0.19873335
 -0.0190417 ]","[ 0.00798785 -0.29529143 -0.10956552 ...,  0.12002821 -0.07237124
 -0.07947496]","[-0.1140897  -0.08595155  0.31810871 ..., -0.14704367  0.10568437
 -0.04950028]","[ 0.15382895  0.37302084  0.20314687 ..., -0.01462284 -0.12023341
  0.03165214]","[-0.22075728  0.28936427  0.02142581 ...,  0.06016567 -0.13304065
 -0.10422699]","[ 0.03450519  0.12592443  0.14791492 ..., -0.1536215  -0.02759884
 -0.0491331 ]"
"[-0.00720337 -0.25148988  0.14497286 ...,  0.00072804  0.01364695
  0.01136171]","[ 0.11285162 -0.03209934 -0.08026944 ...,  0.12843784 -0.14366246
 -0.19694923]","[ 0.24789498  0.18073299  0.05124648 ...,  0.0654357  -0.08064901
 -0.11722833]","[ 0.34563646  0.00239892 -0.33592187 ...,  0.07569493  0.11517967
  0.38551529]","[-0.11625585 -0.26219379 -0.06979055 ..., -0.10047804 -0.1994119
 -0.01818955]","[ 0.00880107 -0.29641772 -0.11161007 ...,  0.12270612 -0.07512232
 -0.07741386]","[-0.11393316 -0.08977291  0.31833481 ..., -0.14783895  0.11161856
 -0.04698655]","[ 0.15351405  0.37332603  0.20454361 ..., -0.01555291 -0.11972262
  0.03133634]","[-0.22052828  0.29167659  0.01872793 ...,  0.06075121 -0.13201121
 -0.10316727]","[ 0.03679938  0.12512959  0.15005222 ..., -0.15748996 -0.03002929
 -0.05246941]"
"[-0.00839737 -0.2523135   0.14381633 ...,  0.00031134  0.0168062
  0.01537305]","[ 0.11265305 -0.03446004 -0.08062638 ...,  0.13046349 -0.15017891
 -0.19928201]","[ 0.24943959  0.17890747  0.05308973 ...,  0.06598577 -0.08071404
 -0.11952704]","[ 0.34766654  0.00414845 -0.33826345 ...,  0.07598266  0.11305666
  0.38555723]","[-0.1168537  -0.26459808 -0.07320033 ..., -0.10182239 -0.201021   -0.01914983]","[ 0.0070471  -0.29544021 -0.11176925 ...,  0.12436289 -0.07677487
 -0.07516214]","[-0.11447772 -0.09589812  0.32067634 ..., -0.14693076  0.12170429
 -0.04677965]","[ 0.15285218  0.37315388  0.20480358 ..., -0.01380505 -0.11871139
  0.03181064]","[-0.22391104  0.29838744  0.01830023 ...,  0.06205922 -0.13358012
 -0.10501898]","[ 0.03953135  0.12333429  0.15351487 ..., -0.15989759 -0.02977023
 -0.0564318 ]"
"[-0.01036321 -0.2519249   0.1424366  ..., -0.00073121  0.0185918
  0.02099212]","[ 0.11268254 -0.03428565 -0.08045598 ...,  0.13227935 -0.15553415
 -0.20023608]","[ 0.25376387  0.18125699  0.05457343 ...,  0.06368175 -0.08039337
 -0.12251204]","[ 0.34862979  0.00535867 -0.3398019  ...,  0.07932754  0.11167725
  0.38551026]","[-0.1187028  -0.2684514  -0.08011031 ..., -0.10226453 -0.20288385
 -0.02072444]","[ 0.00611334 -0.29514612 -0.11061628 ...,  0.12600263 -0.07827551
 -0.07272986]","[-0.11811831 -0.09834279  0.31728185 ..., -0.15000633  0.12960566
 -0.04025434]","[ 0.1528239   0.37295947  0.20346746 ..., -0.01157583 -0.11908557
  0.03090265]","[-0.22719593  0.3038408   0.01780041 ...,  0.06493902 -0.13397927
 -0.11109749]","[ 0.04255711  0.12333944  0.1559007  ..., -0.16061402 -0.02896665
 -0.06091606]"
"[-0.00985555 -0.25073397  0.14646272 ...,  0.0007627   0.02153725
  0.02695798]","[ 0.11435925 -0.03284545 -0.07881931 ...,  0.13385088 -0.16123562
 -0.20232136]","[ 0.25939258  0.18463484  0.05443884 ...,  0.05918852 -0.07994448
 -0.12529549]","[ 0.35038448  0.00808569 -0.34331722 ...,  0.0799974   0.11001922
  0.38873127]","[-0.1184668  -0.26736485 -0.08002412 ..., -0.10639362 -0.20511191
 -0.01998202]","[ 0.00735941 -0.29314012 -0.10593439 ...,  0.12496939 -0.07846383
 -0.07129086]","[-0.12065071 -0.10121468  0.31717071 ..., -0.15027835  0.1339847
 -0.03689993]","[ 0.15192337  0.37302756  0.20327626 ..., -0.0115365  -0.1188683
  0.02883908]","[-0.22362342  0.30453294  0.01078631 ...,  0.0634424  -0.13019722
 -0.11114226]","[ 0.04398884  0.12358963  0.15672372 ..., -0.16121854 -0.02806377
 -0.06288878]"
"[-0.00773317 -0.25032342  0.15151912 ...,  0.00192974  0.02313457
  0.03152135]","[ 0.11771467 -0.02898315 -0.07609853 ...,  0.13254577 -0.16395577
 -0.20502786]","[ 0.26489446  0.1880572   0.05516096 ...,  0.05244836 -0.07868319
 -0.12445035]","[ 0.35357774  0.01235971 -0.34536607 ...,  0.07868715  0.10823791
  0.38822786]","[-0.11971891 -0.26953266 -0.08357774 ..., -0.10816717 -0.20551975
 -0.02069331]","[ 0.01169159 -0.29361709 -0.10315984 ...,  0.12379638 -0.08090344
 -0.06851304]","[-0.12049958 -0.10411836  0.31817954 ..., -0.14986532  0.13832436
 -0.03571231]","[ 0.1497496   0.37342326  0.20486419 ..., -0.01455605 -0.11758584
  0.0276482 ]","[-0.21910713  0.30157645  0.00570691 ...,  0.05715564 -0.12625209
 -0.10934824]","[ 0.04397392  0.12249848  0.15752356 ..., -0.1597267  -0.02635367
 -0.06429017]"
"[-0.00412504 -0.24812957  0.15823166 ...,  0.0053087   0.0249993
  0.03538719]","[ 0.1179567  -0.02914894 -0.07508527 ...,  0.13147862 -0.16505494
 -0.2079316 ]","[ 0.27173248  0.19449446  0.05455031 ...,  0.04352956 -0.07757815
 -0.1218884 ]","[ 0.3584024   0.01666324 -0.35066506 ...,  0.07612795  0.10715681
  0.38852899]","[-0.12532932 -0.27451999 -0.08891403 ..., -0.10493311 -0.20747012
 -0.02311139]","[ 0.01433081 -0.29309824 -0.10056209 ...,  0.12186857 -0.08303424
 -0.06605278]","[-0.12025293 -0.10376883  0.31859905 ..., -0.14836626  0.14181396
 -0.03557823]","[ 0.15007491  0.37307704  0.2033271  ..., -0.01618318 -0.11689863
  0.02657291]","[-0.21473299  0.30304801  0.00172332 ...,  0.05401543 -0.12118996
 -0.10647949]","[ 0.04788442  0.11959658  0.1591234  ..., -0.15748688 -0.02839822
 -0.06707859]"
"[-0.00159243 -0.24748655  0.1635356  ...,  0.00797216  0.02754285
  0.03856249]","[ 0.11687794 -0.02975079 -0.07521213 ...,  0.13147061 -0.16429269
 -0.21039157]","[ 0.27425227  0.19572334  0.0527     ...,  0.03848305 -0.07541437
 -0.1212651 ]","[ 0.36125391  0.01861504 -0.35488042 ...,  0.07450161  0.10599924
  0.38846597]","[-0.13028376 -0.27846188 -0.09140162 ..., -0.09949139 -0.21002882
 -0.02696528]","[ 0.01688037 -0.29261308 -0.10010548 ...,  0.12169652 -0.0853432
 -0.06272085]","[-0.11983799 -0.10592104  0.31942346 ..., -0.14835287  0.14417403
 -0.03595859]","[ 0.15426441  0.37236872  0.19897912 ..., -0.01599966 -0.11768491
  0.02435159]","[-0.21163012  0.31002925 -0.0029155  ...,  0.05610113 -0.11537637
 -0.09922146]","[ 0.04937128  0.11902918  0.15980018 ..., -0.15531954 -0.03111671
 -0.06743207]"
