policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.03420789 -0.32467845  0.20518039 ...,  0.06550001 -0.0305     -0.0275    ]","[ 0.05689474  0.0225608  -0.08631221 ...,  0.07200001 -0.062       0.048     ]","[ 0.23408643  0.20153724  0.08907463 ..., -0.012      -0.021      -0.116     ]","[ 0.31297113  0.01703673 -0.32909267 ..., -0.012       0.011       0.06099999]","[-0.09501168 -0.24995642 -0.02553547 ...,  0.029      -0.007      -0.181     ]","[ 0.06000436 -0.39657944 -0.11800992 ..., -0.02300001 -0.019       0.02200002]","[-0.05746849  0.00403571  0.27660515 ...,  0.014       0.061      -0.113     ]","[ 0.07832041  0.3472161   0.21468864 ...,  0.049      -0.022      -0.123     ]","[-0.26204403  0.23931445  0.06456373 ...,  0.058      -0.056      -0.003     ]","[ 0.07666303  0.09254301  0.09448901 ..., -0.0515     -0.0505     -0.0095    ]"
"[-0.03470789 -0.32617845  0.20468039 ...,  0.06400001 -0.03       -0.028     ]","[ 0.05889474  0.0225608  -0.08431221 ...,  0.07300001 -0.061       0.051     ]","[ 0.23508643  0.20153724  0.09007463 ..., -0.012      -0.021      -0.115     ]","[ 0.31497113  0.01503673 -0.33009267 ..., -0.011       0.01        0.05999999]","[-0.09801168 -0.25195642 -0.02253547 ...,  0.034      -0.005      -0.177     ]","[ 0.05800436 -0.39357944 -0.11500992 ..., -0.02400001 -0.016       0.02300002]","[-0.05746849  0.00203571  0.27760515 ...,  0.018       0.057      -0.11      ]","[ 0.07982041  0.3487161   0.21418864 ...,  0.0505     -0.0175     -0.1205    ]","[-0.26254403  0.23881445  0.06606373 ...,  0.0565     -0.0565     -0.0025    ]","[ 0.07716303  0.09204301  0.09498901 ..., -0.054      -0.049      -0.008     ]"
"[-0.03370789 -0.32917845  0.20268039 ...,  0.06200001 -0.033      -0.032     ]","[ 0.06089473  0.0245608  -0.08231221 ...,  0.07400001 -0.059       0.053     ]","[ 0.23508644  0.20253724  0.09507463 ..., -0.016      -0.016      -0.115     ]","[ 0.31797113  0.01203673 -0.33109267 ..., -0.008       0.011       0.05999999]","[-0.10001168 -0.25295642 -0.02053547 ...,  0.037      -0.006      -0.175     ]","[ 0.05800436 -0.39157944 -0.11200992 ..., -0.02700001 -0.014       0.02600002]","[-0.05546849  0.00203571  0.27960515 ...,  0.022       0.054      -0.108     ]","[ 0.07832041  0.3482161   0.21568864 ...,  0.052      -0.016      -0.119     ]","[-0.26004404  0.23631445  0.06656373 ...,  0.055      -0.058       0.002     ]","[ 0.07516303  0.09204301  0.09398901 ..., -0.057      -0.045      -0.004     ]"
"[-0.03470789 -0.33317845  0.20268039 ...,  0.05900001 -0.032      -0.034     ]","[ 0.06289474  0.0265608  -0.07931221 ...,  0.07700001 -0.059       0.054     ]","[ 0.23608644  0.20253724  0.09807463 ..., -0.019      -0.013      -0.115     ]","[ 0.32097113  0.00903673 -0.33309267 ..., -0.007       0.014       0.05899999]","[-0.10101168 -0.25095642 -0.01853547 ...,  0.039      -0.007      -0.174     ]","[ 0.05500436 -0.38857944 -0.10700992 ..., -0.02800001 -0.011       0.03000002]","[-0.05746849  0.00203571  0.28160515 ...,  0.022       0.052      -0.109     ]","[ 0.08032041  0.3462161   0.21568864 ...,  0.055      -0.011      -0.117     ]","[-0.26004404  0.23431445  0.06856373 ...,  0.055      -0.059       0.002     ]","[ 0.07616303  0.09204301  0.09498901 ..., -0.055      -0.047      -0.005     ]"
"[-0.03370789 -0.33217845  0.20468039 ...,  0.05700001 -0.033      -0.036     ]","[ 0.06239474  0.0280608  -0.07781221 ...,  0.07750001 -0.0575      0.0515    ]","[ 0.23558644  0.20303724  0.09857463 ..., -0.0195     -0.0125     -0.1155    ]","[ 0.32147113  0.00853673 -0.33459267 ..., -0.0065      0.0135      0.05849999]","[-0.10001168 -0.24695642 -0.01653547 ...,  0.036      -0.01       -0.173     ]","[ 0.05350436 -0.38607944 -0.10550992 ..., -0.02950001 -0.0085      0.03050002]","[ -5.74684937e-02   3.57088054e-05   2.81605149e-01 ...,   2.30000007e-02
   4.69999996e-02  -1.10000000e-01]","[ 0.08132041  0.3432161   0.21568864 ...,  0.057      -0.008      -0.117     ]","[-0.26104404  0.23531445  0.06756373 ...,  0.056      -0.06        0.003     ]","[ 0.07616303  0.09304301  0.09698901 ..., -0.056      -0.049      -0.006     ]"
"[-0.02970789 -0.33117845  0.20768039 ...,  0.05600001 -0.036      -0.041     ]","[ 0.06189474  0.0275608  -0.07931221 ...,  0.07700001 -0.055       0.053     ]","[ 0.23908643  0.20353724  0.10307463 ..., -0.024      -0.009      -0.114     ]","[ 0.31897113  0.01103673 -0.33509267 ..., -0.005       0.015       0.05599999]","[-0.10051168 -0.24445642 -0.01603547 ...,  0.0365     -0.0095     -0.1735    ]","[ 0.05700436 -0.38457944 -0.10200992 ..., -0.03200001 -0.006       0.03400002]","[-0.05696849 -0.00146429  0.28210515 ...,  0.0255      0.0445     -0.1115    ]","[ 0.08332041  0.3422161   0.21368864 ...,  0.059      -0.006      -0.116     ]","[-0.26254404  0.23681445  0.06606373 ...,  0.0565     -0.0575      0.0035    ]","[ 0.07416303  0.09404301  0.09598901 ..., -0.056      -0.051      -0.005     ]"
"[-0.02820789 -0.32967845  0.20918039 ...,  0.05450001 -0.0385     -0.0445    ]","[ 0.06189473  0.0295608  -0.07631221 ...,  0.07300001 -0.055       0.055     ]","[ 0.24008642  0.20453723  0.10607463 ..., -0.027      -0.005      -0.113     ]","[ 0.31797113  0.01303673 -0.33609267 ..., -0.003       0.018       0.05299999]","[-0.09701168 -0.24095642 -0.01953547 ...,  0.033      -0.007      -0.176     ]","[ 0.06000436 -0.38457944 -0.10100992 ..., -0.03400001 -0.003       0.03700002]","[-0.05546849 -0.00396429  0.28060515 ...,  0.026       0.043      -0.112     ]","[ 0.08532041  0.3382161   0.20968864 ...,  0.062      -0.004      -0.115     ]","[-0.26204404  0.23631445  0.06756373 ...,  0.054      -0.056       0.004     ]","[ 0.07366303  0.09554301  0.09448901 ..., -0.0565     -0.0515     -0.0055    ]"
"[-0.02970789 -0.33117845  0.20968039 ...,  0.05300001 -0.041      -0.047     ]","[ 0.05989474  0.0275608  -0.07831221 ...,  0.07200001 -0.054       0.057     ]","[ 0.24108642  0.20353724  0.10507463 ..., -0.028      -0.006      -0.114     ]","[ 0.31697113  0.01403673 -0.33709267 ..., -0.001       0.018       0.05099999]","[-0.09801168 -0.24095642 -0.02253547 ...,  0.031      -0.007      -0.176     ]","[ 0.05900436 -0.38357944 -0.10100992 ..., -0.03600001 -0.002       0.03900002]","[-0.05446849 -0.00296429  0.27660515 ...,  0.025       0.039      -0.113     ]","[ 0.08682041  0.3387161   0.20618864 ...,  0.0655     -0.0025     -0.1155    ]","[-0.26104404  0.23131445  0.07056373 ...,  0.051      -0.053       0.004     ]","[ 0.07716303  0.09404301  0.09698901 ..., -0.053      -0.048      -0.009     ]"
"[-0.03070789 -0.33117845  0.21068039 ...,  0.05200001 -0.043      -0.052     ]","[ 0.05789474  0.0265608  -0.07831222 ...,  0.07200001 -0.055       0.056     ]","[ 0.24508642  0.19953724  0.10307463 ..., -0.031      -0.008      -0.117     ]","[ 0.31497113  0.01503673 -0.33809267 ...,  0.001       0.019       0.05199999]","[-0.09801168 -0.23995642 -0.02353547 ...,  0.03       -0.008      -0.175     ]","[  5.90043646e-02  -3.80579445e-01  -1.00009920e-01 ...,  -3.50000088e-02
   4.61206408e-09   4.30000158e-02]","[-0.05346849 -0.00496429  0.27360515 ...,  0.026       0.038      -0.115     ]","[ 0.08532041  0.3372161   0.20768864 ...,  0.068      -0.003      -0.115     ]","[-0.26004404  0.23031445  0.07056373 ...,  0.049      -0.052       0.005     ]","[ 0.07916303  0.09504301  0.09998901 ..., -0.049      -0.047      -0.013     ]"
"[-0.03070789 -0.33117845  0.21068039 ...,  0.05100001 -0.043      -0.053     ]","[ 0.05989474  0.0275608  -0.07631222 ...,  0.07000001 -0.054       0.056     ]","[ 0.24858642  0.19603724  0.10457463 ..., -0.0335     -0.0065     -0.1145    ]","[ 0.30997113  0.01903673 -0.33909267 ...,  0.003       0.021       0.05499999]","[-0.10101168 -0.24395642 -0.02353547 ...,  0.033      -0.01       -0.176     ]","[  5.90043647e-02  -3.79579444e-01  -9.90099195e-02 ...,  -3.30000088e-02
   4.61682480e-09   4.60000158e-02]","[-0.05446849 -0.00396429  0.27660515 ...,  0.025       0.037      -0.116     ]","[ 0.08482041  0.3367161   0.20818864 ...,  0.0695     -0.0015     -0.1145    ]","[-0.25904404  0.23131445  0.06856373 ...,  0.046      -0.051       0.001     ]","[ 0.07816303  0.09404301  0.10098901 ..., -0.047      -0.045      -0.015     ]"
"[-0.02970789 -0.33217845  0.21568039 ...,  0.04900001 -0.045      -0.054     ]","[ 0.06139474  0.0290608  -0.07481222 ...,  0.06950001 -0.0525      0.0565    ]","[ 0.25008641  0.19453724  0.10607463 ..., -0.035      -0.006      -0.114     ]","[ 0.31047113  0.01853673 -0.33959267 ...,  0.0045      0.0205      0.05549999]","[-0.10301168 -0.24695642 -0.02353547 ...,  0.035      -0.014      -0.18      ]","[ 0.05950436 -0.37907944 -0.09850992 ..., -0.03150001  0.0015      0.04650002]","[-0.05546849 -0.00496429  0.27860515 ...,  0.024       0.034      -0.119     ]","[ 0.08532041  0.3352161   0.20868864 ...,  0.068       0.002      -0.114     ]","[-0.25804404  0.23431445  0.06656373 ...,  0.045      -0.051      -0.001     ]","[ 0.07716303  0.09304302  0.10298901 ..., -0.048      -0.045      -0.011     ]"
"[-0.02770789 -0.33317845  0.22068039 ...,  0.04800001 -0.049      -0.053     ]","[ 0.06389474  0.0305608  -0.07331222 ...,  0.06900001 -0.049       0.057     ]","[ 0.24908641  0.19453724  0.11007463 ..., -0.039      -0.006      -0.112     ]","[ 0.31497113  0.01403673 -0.34409267 ...,  0.007       0.023       0.05699999]","[-0.10451168 -0.24845642 -0.02303547 ...,  0.0365     -0.0155     -0.1815    ]","[ 0.05600436 -0.37957944 -0.09900992 ..., -0.02800001 -0.001       0.04600002]","[-0.05496849 -0.00546429  0.28010515 ...,  0.0235      0.0315     -0.1195    ]","[ 0.08932041  0.3322161   0.20768864 ...,  0.07        0.007      -0.112     ]","[-0.25654404  0.23281445  0.06606373 ...,  0.0455     -0.0515     -0.0025    ]","[ 0.07716303  0.09204302  0.10198901 ..., -0.051      -0.045      -0.008     ]"
"[-0.02820789 -0.33367845  0.22118039 ...,  0.04750001 -0.0495     -0.0535    ]","[ 0.06689474  0.0315608  -0.07231222 ...,  0.06900001 -0.045       0.059     ]","[ 0.25008641  0.19253724  0.11007463 ..., -0.043      -0.006      -0.11      ]","[ 0.31897113  0.01003673 -0.34909267 ...,  0.008       0.023       0.05699999]","[-0.10901168 -0.24795642 -0.02053547 ...,  0.03800001 -0.02       -0.182     ]","[ 0.05600436 -0.37957944 -0.09600992 ..., -0.02500001  0.002       0.04800002]","[-0.05446849 -0.00296429  0.27860515 ...,  0.025       0.03       -0.123     ]","[ 0.09032041  0.3302161   0.20868864 ...,  0.071       0.009      -0.112     ]","[-0.25304404  0.22831445  0.06556373 ...,  0.044      -0.048      -0.003     ]","[ 0.07766303  0.09154302  0.10248901 ..., -0.0525     -0.0435     -0.0085    ]"
"[-0.03170789 -0.33417845  0.21568039 ...,  0.04600001 -0.054      -0.052     ]","[ 0.06689474  0.0315608  -0.07231222 ...,  0.06800001 -0.044       0.06      ]","[ 0.24908641  0.19353724  0.11107463 ..., -0.042      -0.005      -0.112     ]","[ 0.31797113  0.00903673 -0.35009267 ...,  0.008       0.023       0.05799999]","[-0.11001168 -0.24495642 -0.01853547 ...,  0.03900001 -0.022      -0.184     ]","[ 0.05600436 -0.37957944 -0.09600992 ..., -0.02500001  0.002       0.04700002]","[-0.05546849 -0.00396429  0.27960515 ...,  0.027       0.028      -0.127     ]","[ 0.09032041  0.3322161   0.20668864 ...,  0.073       0.012      -0.109     ]","[-0.25204404  0.22631445  0.06456373 ...,  0.041      -0.047      -0.003     ]","[ 0.07816303  0.08904302  0.10298901 ..., -0.049      -0.04       -0.006     ]"
"[-0.02970789 -0.33117845  0.21468039 ...,  0.04700001 -0.056      -0.049     ]","[ 0.06989474  0.0345608  -0.07431222 ...,  0.06500001 -0.04        0.064     ]","[ 0.24608641  0.19553724  0.11407463 ..., -0.044      -0.003      -0.115     ]","[ 0.32197113  0.01003673 -0.35209267 ...,  0.01        0.018       0.05499999]","[-0.11001168 -0.24495642 -0.01853547 ...,  0.04000001 -0.022      -0.185     ]","[ 0.06100436 -0.38257945 -0.09500992 ..., -0.02200001  0.005       0.04500002]","[-0.05496849 -0.00446429  0.27910515 ...,  0.0275      0.0285     -0.1285    ]","[ 0.09232041  0.3352161   0.20468864 ...,  0.074       0.016      -0.106     ]","[-0.25104404  0.22731445  0.06356373 ...,  0.041      -0.047      -0.002     ]","[ 0.08116303  0.08604302  0.10298901 ..., -0.047      -0.036      -0.002     ]"
"[-0.02870789 -0.33017845  0.21568039 ...,  0.04800001 -0.057      -0.048     ]","[ 0.07089474  0.0385608  -0.07231222 ...,  0.06600001 -0.038       0.067     ]","[ 0.24358641  0.19803724  0.11457463 ..., -0.0455     -0.0025     -0.1165    ]","[ 0.32347113  0.01053673 -0.35359267 ...,  0.0115      0.0145      0.05149999]","[-0.10901168 -0.24395642 -0.01953547 ...,  0.04300001 -0.018      -0.184     ]","[ 0.06300436 -0.38157945 -0.09100992 ..., -0.02200001  0.007       0.04500002]","[-0.05746849 -0.00796429  0.28060515 ...,  0.031       0.024      -0.133     ]","[ 0.09182041  0.3357161   0.20518864 ...,  0.0745      0.0165     -0.1065    ]","[-0.24704404  0.22931445  0.05856373 ...,  0.041      -0.049      -0.002     ]","[ 0.08116303  0.08604302  0.10298901 ..., -0.046      -0.035      -0.001     ]"
"[-0.02370789 -0.32517845  0.21968039 ...,  0.05200001 -0.06       -0.044     ]","[ 0.07139474  0.0390608  -0.07181222 ...,  0.06650001 -0.0385      0.0675    ]","[ 0.24308642  0.19853724  0.11707463 ..., -0.048      -0.004      -0.115     ]","[ 0.32197113  0.01203673 -0.35309267 ...,  0.013       0.014       0.05199999]","[-0.10701168 -0.24295642 -0.02253547 ...,  0.04600001 -0.015      -0.182     ]","[ 0.06350436 -0.38107945 -0.09050992 ..., -0.02150001  0.0075      0.04550002]","[-0.05646849 -0.01096429  0.28160515 ...,  0.036       0.021      -0.137     ]","[ 0.09332041  0.3372161   0.20668864 ...,  0.077       0.02       -0.108     ]","[-0.24404404  0.23131445  0.05756373 ...,  0.04       -0.054      -0.003     ]","[ 0.08516303  0.08404302  0.10098901 ..., -0.043      -0.034      -0.002     ]"
"[-0.01920789 -0.32067845  0.22018039 ...,  0.05350001 -0.0645     -0.0405    ]","[ 0.06889474  0.0405608  -0.07531222 ...,  0.06700001 -0.038       0.069     ]","[ 0.24108642  0.19953724  0.11707463 ..., -0.048      -0.008      -0.117     ]","[ 0.31997113  0.01303673 -0.34909267 ...,  0.013       0.015       0.05299999]","[-0.10751168 -0.24345642 -0.02303547 ...,  0.04550001 -0.0145     -0.1815    ]","[ 0.06400436 -0.38057945 -0.09400992 ..., -0.02000001  0.009       0.04800002]","[-0.05646849 -0.01196429  0.28160515 ...,  0.037       0.02       -0.137     ]","[ 0.09332041  0.3362161   0.20968864 ...,  0.08        0.023      -0.112     ]","[-0.24354404  0.23081445  0.05806373 ...,  0.0395     -0.0535     -0.0025    ]","[ 0.09016303  0.08304302  0.09898901 ..., -0.038      -0.036      -0.002     ]"
"[-0.02070789 -0.32217845  0.21868039 ...,  0.05200001 -0.066      -0.039     ]","[ 0.06689474  0.0415608  -0.07631222 ...,  0.06800001 -0.034       0.069     ]","[ 0.24108642  0.20053724  0.11807463 ..., -0.05000001 -0.009      -0.12      ]","[ 0.31797113  0.01503673 -0.34809267 ...,  0.013       0.015       0.05499999]","[-0.10601168 -0.23895642 -0.02353547 ...,  0.04400001 -0.011      -0.182     ]","[ 0.06200436 -0.37757945 -0.09400992 ..., -0.02000001  0.006       0.05000002]","[-0.05646849 -0.00896429  0.28360515 ...,  0.037       0.019      -0.141     ]","[ 0.09432041  0.3372161   0.20868864 ...,  0.081       0.024      -0.113     ]","[-0.24304404  0.23131445  0.05556373 ...,  0.036      -0.053      -0.002     ]","[ 0.09066303  0.08354302  0.09848901 ..., -0.0375     -0.0365     -0.0025    ]"
"[-0.02570789 -0.32717845  0.21368039 ...,  0.05300001 -0.067      -0.036     ]","[ 0.06589474  0.0415608  -0.07731222 ...,  0.06900001 -0.034       0.069     ]","[ 0.23808642  0.20353724  0.12007462 ..., -0.052      -0.007      -0.118     ]","[ 0.31597113  0.01703673 -0.34609267 ...,  0.012       0.016       0.05599999]","[-0.10701168 -0.23495642 -0.02253547 ...,  0.04100001 -0.008      -0.18      ]","[ 0.06100436 -0.37857945 -0.09300992 ..., -0.02100001  0.005       0.04900002]","[-0.05146849 -0.00896429  0.28260515 ...,  0.037       0.015      -0.145     ]","[ 0.09832041  0.33621616  0.20568864 ...,  0.078       0.029      -0.116     ]","[-0.24604404  0.23031445  0.05456373 ...,  0.038      -0.053      -0.001     ]","[ 0.08616303  0.08704302  0.09298901 ..., -0.038      -0.035       0.001     ]"
"[-0.02770789 -0.32917845  0.21268039 ...,  0.05500001 -0.068      -0.034     ]","[ 0.06289474  0.03756081 -0.07831222 ...,  0.07300001 -0.032       0.065     ]","[ 0.23608642  0.20653724  0.12007462 ..., -0.053      -0.007      -0.117     ]","[ 0.31347113  0.01753673 -0.34559267 ...,  0.0075      0.0155      0.06049999]","[-0.10601168 -0.23395642 -0.02353547 ...,  0.04000001 -0.007      -0.179     ]","[ 0.06200436 -0.38257945 -0.09000992 ..., -0.02300001  0.005       0.04800002]","[-0.05096849 -0.00846429  0.28310515 ...,  0.0375      0.0155     -0.1455    ]","[ 0.10132041  0.33421616  0.20668864 ...,  0.077       0.031      -0.119     ]","[ -2.47044035e-01   2.31314453e-01   5.35637285e-02 ...,   3.90000023e-02
  -5.20000035e-02   1.42947238e-09]","[ 0.08416303  0.09104302  0.08898901 ..., -0.037      -0.035       0.002     ]"
"[-0.02870789 -0.33017845  0.21068039 ...,  0.05600001 -0.066      -0.032     ]","[ 0.06189474  0.03556081 -0.07931222 ...,  0.07600001 -0.032       0.063     ]","[ 0.23458642  0.20803724  0.12257462 ..., -0.05250001 -0.0045     -0.1145    ]","[ 0.31497113  0.01603673 -0.34409267 ...,  0.009       0.015       0.05999999]","[-0.10301168 -0.23095642 -0.02553547 ...,  0.03800001 -0.009      -0.18      ]","[ 0.06450436 -0.38407945 -0.08650992 ..., -0.02350001  0.0035      0.04950002]","[-0.04846849 -0.00496429  0.28760515 ...,  0.035       0.011      -0.15      ]","[ 0.10082041  0.33371616  0.20718864 ...,  0.0765      0.0315     -0.1185    ]","[-0.25104404  0.23431445  0.04956373 ...,  0.038      -0.048       0.005     ]","[ 0.08316303  0.09204302  0.08798901 ..., -0.038      -0.034       0.003     ]"
"[-0.03170789 -0.33317845  0.20668039 ...,  0.05800001 -0.068      -0.031     ]","[ 0.06139474  0.03506081 -0.07981222 ...,  0.07650001 -0.0315      0.0625    ]","[ 0.23708642  0.20553724  0.11907463 ..., -0.054      -0.003      -0.113     ]","[ 0.31797113  0.01203673 -0.34609267 ...,  0.012       0.013       0.05999999]","[-0.10251168 -0.23045642 -0.02503547 ...,  0.03550001 -0.0075     -0.1825    ]","[ 0.06500436 -0.38257945 -0.08500992 ..., -0.02500001  0.002       0.05100002]","[-0.04646849 -0.00196429  0.29160515 ...,  0.034       0.008      -0.155     ]","[ 0.10032041  0.33721616  0.20868864 ...,  0.077       0.035      -0.117     ]","[-0.25354404  0.23281445  0.04806373 ...,  0.0365     -0.0495      0.0075    ]","[ 0.07916291  0.09504302  0.08398901 ..., -0.04       -0.033       0.003     ]"
"[-0.02920789 -0.33167845  0.20718039 ...,  0.05850001 -0.0675     -0.0285    ]","[ 0.05939474  0.03406081 -0.08181222 ...,  0.07850001 -0.0305      0.0615    ]","[ 0.23908642  0.20453724  0.11907463 ..., -0.057       0.001      -0.111     ]","[ 0.32097113  0.00803673 -0.34709267 ...,  0.014       0.01        0.06099999]","[-0.10401168 -0.22895642 -0.02353547 ...,  0.03500001 -0.009      -0.182     ]","[ 0.06300436 -0.38057945 -0.08200992 ..., -0.02700001 -0.001       0.05300002]","[-0.04546849 -0.00096429  0.29260515 ...,  0.033       0.007      -0.156     ]","[ 0.09632041  0.34021616  0.20868864 ...,  0.074       0.039      -0.119     ]","[-0.25304404  0.23331445  0.04656373 ...,  0.036      -0.051       0.009     ]","[ 0.07766291  0.09454302  0.08448901 ..., -0.0405     -0.0295      0.0045    ]"
"[-0.02670789 -0.32917845  0.20668039 ...,  0.06100001 -0.067      -0.027     ]","[ 0.05789474  0.03156081 -0.08331222 ...,  0.08300001 -0.027       0.058     ]","[ 0.23908642  0.20453724  0.12107463 ..., -0.057       0.001      -0.111     ]","[ 0.32197113  0.00903673 -0.34609267 ...,  0.016       0.01        0.06299999]","[-0.10801168 -0.22395642 -0.01853547 ...,  0.03200001 -0.013      -0.181     ]","[ 0.06500436 -0.37757945 -0.08400992 ..., -0.02800001 -0.003       0.05600002]","[-0.04146849  0.00103571  0.29460515 ...,  0.033       0.003      -0.159     ]","[ 0.09732041  0.34121616  0.20968864 ...,  0.075       0.04       -0.12      ]","[-0.25054404  0.23381445  0.04406373 ...,  0.0345     -0.0485      0.0115    ]","[ 0.07716291  0.09304302  0.08298901 ..., -0.039      -0.031       0.006     ]"
"[-0.02170789 -0.32517845  0.20468039 ...,  0.06500001 -0.068      -0.027     ]","[ 0.05489474  0.02956081 -0.08531222 ...,  0.08600001 -0.029       0.056     ]","[ 0.24208641  0.20553723  0.12507463 ..., -0.061      -0.002      -0.11      ]","[ 0.32197113  0.01103673 -0.34809267 ...,  0.018       0.013       0.06799999]","[-0.10901168 -0.22495642 -0.01453547 ...,  0.03100001 -0.017      -0.179     ]","[ 0.06600436 -0.37957945 -0.08500992 ..., -0.02700001 -0.005       0.05700002]","[-0.03896849  0.00353571  0.29710515 ...,  0.0305      0.0005     -0.1605    ]","[ 0.09832041  0.34421616  0.20868864 ...,  0.076       0.043      -0.123     ]","[-0.24904404  0.23631445  0.04056373 ...,  0.037      -0.045       0.009     ]","[ 0.07516291  0.09604302  0.07898901 ..., -0.04       -0.035       0.009     ]"
"[-0.01970789 -0.32617845  0.20268039 ...,  0.06500001 -0.069      -0.027     ]","[ 0.05389474  0.02856081 -0.08631222 ...,  0.08700001 -0.028       0.055     ]","[ 0.24408641  0.20453723  0.12907461 ..., -0.066       0.002      -0.112     ]","[ 0.32547113  0.01053673 -0.34859267 ...,  0.0185      0.0155      0.07049999]","[-0.10801168 -0.22495642 -0.01553547 ...,  0.03200001 -0.019      -0.18      ]","[ 0.06800436 -0.37957945 -0.08500996 ..., -0.03000001 -0.007       0.05900002]","[-0.03746849  0.00303571  0.29660515 ...,  0.033      -0.002      -0.162     ]","[ 0.09682041  0.34771616  0.21018864 ...,  0.0785      0.0465     -0.1265    ]","[-0.24704404  0.23731445  0.03956373 ...,  0.038      -0.045       0.007     ]","[ 0.07216291  0.09604302  0.07598901 ..., -0.042      -0.037       0.012     ]"
"[-0.01770789 -0.32717845  0.20068039 ...,  0.06400001 -0.07       -0.02799997]","[ 0.05389474  0.02956081 -0.08431222 ...,  0.08600001 -0.028       0.059     ]","[ 0.24358641  0.20503723  0.12957461 ..., -0.0675      0.0005     -0.1125    ]","[ 0.32397113  0.01203673 -0.34609267 ...,  0.016       0.013       0.07299999]","[-0.10601168 -0.22395642 -0.01653547 ...,  0.03100001 -0.021      -0.182     ]","[ 0.06850436 -0.37907945 -0.08350996 ..., -0.03050001 -0.0085      0.06050002]","[-0.03646849  0.00403571  0.29760515 ...,  0.032      -0.002      -0.165     ]","[ 0.09732041  0.34821616  0.20968864 ...,  0.079       0.048      -0.128     ]","[-0.24704404  0.23831445  0.03856373 ...,  0.039      -0.046       0.007     ]","[ 0.07216291  0.09804302  0.07398901 ..., -0.041      -0.037       0.013     ]"
"[-0.01770789 -0.32917845  0.19568039 ...,  0.06100001 -0.072      -0.02999997]","[ 0.05289474  0.03156081 -0.08531222 ...,  0.08700001 -0.027       0.063     ]","[ 0.24208641  0.20653723  0.13407461 ..., -0.072       0.003      -0.114     ]","[ 0.32397113  0.01403673 -0.34509267 ...,  0.011       0.012       0.07799999]","[-0.10451168 -0.22245642 -0.01903547 ...,  0.02950001 -0.0235     -0.1845    ]","[ 0.06900436 -0.37657945 -0.08100996 ..., -0.02900001 -0.007       0.06100002]","[-0.03546849  0.00203571  0.29760515 ...,  0.032      -0.004      -0.168     ]","[ 0.09432041  0.35121616  0.20968864 ...,  0.077       0.05       -0.131     ]","[-0.24404404  0.24031445  0.03656373 ...,  0.03900001 -0.042       0.01      ]","[ 0.07416291  0.09804302  0.07098901 ..., -0.037      -0.038       0.015     ]"
"[-0.01720789 -0.32967845  0.19318039 ...,  0.05950001 -0.0745     -0.03049997]","[ 0.05339474  0.03206081 -0.08481222 ...,  0.08650001 -0.0275      0.0635    ]","[ 0.24508641  0.20653723  0.13807461 ..., -0.074       0.006      -0.115     ]","[ 0.32397113  0.01403673 -0.34409267 ...,  0.009       0.011       0.07999999]","[-0.10401168 -0.22095642 -0.02153547 ...,  0.03100001 -0.025      -0.182     ]","[ 0.07000436 -0.37657945 -0.08200996 ..., -0.02700001 -0.005       0.06300002]","[-0.03446849  0.00403571  0.29760515 ...,  0.029      -0.006      -0.167     ]","[ 0.09432041  0.35021616  0.20768864 ...,  0.079       0.053      -0.131     ]","[-0.24204404  0.24231445  0.03656373 ...,  0.03900001 -0.039       0.012     ]","[ 0.07466291  0.10054302  0.07048901 ..., -0.0335     -0.0375      0.0165    ]"
"[-0.01670789 -0.32717845  0.18968039 ...,  0.05900001 -0.073      -0.03299997]","[ 0.05289474  0.03556081 -0.08331222 ...,  0.08500001 -0.029       0.061     ]","[ 0.24508641  0.20653723  0.13807461 ..., -0.075       0.006      -0.116     ]","[ 0.32697113  0.01103673 -0.34509267 ...,  0.008       0.013       0.08199999]","[-0.10401168 -0.21895642 -0.02253547 ...,  0.03300001 -0.026      -0.18      ]","[ 0.07100436 -0.37457945 -0.08000996 ..., -0.02700001 -0.006       0.06400002]","[-0.03146849  0.00303571  0.29760515 ...,  0.027      -0.011      -0.169     ]","[ 0.09532041  0.35121616  0.20768864 ...,  0.077       0.053      -0.13      ]","[-0.24054404  0.24181445  0.03706373 ...,  0.04050001 -0.0375      0.0125    ]","[ 0.07516291  0.10204302  0.06898901 ..., -0.035      -0.037       0.015     ]"
"[-0.01670789 -0.32617845  0.18568039 ...,  0.05500001 -0.069      -0.03399997]","[ 0.05189474  0.03456081 -0.08431222 ...,  0.08700001 -0.03        0.062     ]","[ 0.24908641  0.20353723  0.13907448 ..., -0.079       0.011      -0.121     ]","[ 0.32797113  0.01003673 -0.34709267 ...,  0.006       0.013       0.08599999]","[-0.10401168 -0.21795642 -0.02453547 ...,  0.03400001 -0.028      -0.179     ]","[ 0.06800436 -0.37257945 -0.07700996 ..., -0.02800001 -0.005       0.06500002]","[-0.03096849  0.00453571  0.29810515 ...,  0.0255     -0.0135     -0.1695    ]","[ 0.09632041  0.35121616  0.20768864 ...,  0.077       0.05       -0.127     ]","[-0.23704404  0.23831445  0.03856373 ...,  0.03700001 -0.039       0.013     ]","[ 0.07616291  0.10404302  0.06698901 ..., -0.035      -0.037       0.016     ]"
